日付,始値,高値,安値,終値
2009-09-11,10519.33,10522.23,10407.97,10444.33
2009-09-10,10385.35,10521.14,10382.99,10513.67
2009-09-09,10343.80,10390.25,10249.11,10312.14
2009-09-08,10353.51,10393.23,10300.50,10393.23
2009-09-07,10288.56,10326.45,10274.38,10320.94
2009-09-04,10256.49,10256.49,10143.26,10187.11
2009-09-03,10240.02,10290.83,10185.38,10214.64
2009-09-02,10378.08,10378.08,10215.60,10280.46
2009-09-01,10453.37,10577.19,10438.51,10530.06
2009-08-31,10608.16,10767.00,10423.90,10492.53
2009-08-28,10546.88,10560.44,10471.63,10534.14
2009-08-27,10570.78,10575.79,10400.83,10473.97
2009-08-26,10554.44,10668.74,10526.51,10639.71
2009-08-25,10515.57,10566.31,10469.69,10497.36
2009-08-24,10389.57,10591.00,10388.78,10581.05
2009-08-21,10375.22,10375.22,10142.22,10238.20
2009-08-20,10254.53,10407.30,10204.26,10383.41
2009-08-19,10269.97,10327.17,10195.11,10204.00
2009-08-18,10208.12,10325.06,10181.10,10284.96
2009-08-17,10521.02,10521.02,10268.61,10268.61
2009-08-14,10551.33,10630.38,10539.43,10597.33
2009-08-13,10508.09,10556.28,10489.12,10517.19
2009-08-12,10486.36,10526.35,10434.09,10435.00
2009-08-11,10514.74,10587.36,10512.21,10585.46
2009-08-10,10530.62,10585.37,10487.70,10524.26
2009-08-07,10365.71,10412.09,10249.04,10412.09
2009-08-06,10266.01,10426.14,10266.01,10388.09
2009-08-05,10405.05,10406.10,10252.53,10252.53
2009-08-04,10438.40,10479.19,10358.48,10375.01
2009-08-03,10355.23,10380.57,10322.00,10352.47
2009-07-31,10275.14,10359.07,10259.57,10356.83
2009-07-30,10155.71,10169.68,10067.51,10165.21
2009-07-29,10035.91,10161.95,10035.91,10113.24
2009-07-28,10116.89,10116.89,10049.63,10087.26
2009-07-27,10020.87,10179.59,10015.11,10088.66
2009-07-24,9909.40,9950.04,9863.87,9944.55
2009-07-23,9712.10,9861.29,9703.84,9792.94
2009-07-22,9642.79,9750.63,9608.77,9723.16
2009-07-21,9512.52,9652.02,9508.92,9652.02
2009-07-17,9413.86,9420.61,9360.59,9395.32
2009-07-16,9393.98,9489.67,9317.11,9344.16
2009-07-15,9307.45,9333.64,9250.73,9269.25
2009-07-14,9173.14,9284.38,9166.63,9261.81
2009-07-13,9242.13,9343.86,9050.33,9050.33
2009-07-10,9338.76,9370.15,9265.24,9287.28
2009-07-09,9342.33,9384.24,9291.06,9291.06
2009-07-08,9548.81,9557.39,9407.98,9420.75
2009-07-07,9713.62,9734.43,9619.68,9647.79
2009-07-06,9738.49,9771.76,9650.75,9680.87
2009-07-03,9751.69,9816.07,9691.16,9816.07
2009-07-02,9993.77,9993.77,9869.54,9876.15
2009-07-01,9889.34,10086.18,9874.00,9939.93
2009-06-30,9896.56,10000.30,9894.95,9958.44
2009-06-29,9866.28,9943.83,9748.73,9783.47
2009-06-26,9852.92,9893.00,9793.95,9877.39
2009-06-25,9628.18,9871.14,9619.02,9796.08
2009-06-24,9596.78,9624.41,9534.24,9590.32
2009-06-23,9695.76,9712.09,9511.45,9549.61
2009-06-22,9788.07,9887.13,9763.37,9826.27
2009-06-19,9757.85,9822.83,9703.87,9786.26
2009-06-18,9778.35,9778.35,9649.83,9703.72
2009-06-17,9705.73,9845.52,9705.73,9840.85
2009-06-16,9914.40,9941.50,9752.88,9752.88
2009-06-15,10126.55,10126.55,10029.59,10039.67
2009-06-12,10088.21,10170.82,10050.96,10135.82
2009-06-11,9992.98,10022.23,9958.98,9981.33
2009-06-10,9833.64,9991.49,9813.77,9991.49
2009-06-09,9824.17,9855.89,9755.81,9786.82
2009-06-08,9829.28,9914.07,9816.17,9865.63
2009-06-05,9752.51,9774.98,9719.14,9768.01
2009-06-04,9690.93,9743.46,9654.45,9668.96
2009-06-03,9723.82,9774.55,9718.70,9741.67
2009-06-02,9774.55,9793.47,9704.31,9704.31
2009-06-01,9517.49,9691.73,9491.26,9677.75
2009-05-29,9478.21,9522.50,9426.52,9522.50
2009-05-28,9353.33,9492.66,9353.33,9451.39
2009-05-27,9426.62,9491.13,9411.54,9438.77
2009-05-26,9364.22,9379.78,9231.93,9310.81
2009-05-25,9245.95,9402.76,9245.95,9347.00
2009-05-22,9156.14,9267.82,9126.69,9225.81
2009-05-21,9280.35,9286.35,9189.92,9264.15
2009-05-20,9372.72,9399.40,9311.61,9344.64
2009-05-19,9172.56,9326.75,9166.97,9290.29
2009-05-18,9167.05,9167.82,8997.74,9038.69
2009-05-15,9150.21,9272.08,9140.90,9265.02
2009-05-14,9212.30,9223.77,9052.41,9093.73
2009-05-13,9305.79,9379.47,9278.89,9340.49
2009-05-12,9358.25,9389.61,9298.61,9298.61
2009-05-11,9460.72,9503.91,9342.75,9451.98
2009-05-08,9351.40,9464.43,9349.57,9432.83
2009-05-07,9102.35,9385.70,9100.11,9385.70
2009-05-01,8848.84,9017.32,8827.13,8977.37
2009-04-30,8615.45,8844.77,8615.45,8828.26
2009-04-28,8678.28,8808.64,8493.77,8493.77
2009-04-27,8783.34,8840.53,8648.51,8726.34
2009-04-24,8832.10,8852.83,8694.92,8707.99
2009-04-23,8776.94,8860.55,8647.80,8847.01
2009-04-22,8777.53,8802.90,8683.27,8727.30
2009-04-21,8802.09,8802.09,8612.76,8711.33
2009-04-20,8899.59,8933.80,8813.72,8924.75
2009-04-17,8854.33,8953.34,8834.63,8907.58
2009-04-16,8848.43,9030.00,8720.62,8755.26
2009-04-15,8777.68,8800.52,8681.03,8742.96
2009-04-14,8955.90,8961.73,8749.92,8842.68
2009-04-13,8930.35,9024.45,8888.10,8924.43
2009-04-10,9041.23,9068.80,8856.69,8964.11
2009-04-09,8665.16,8920.86,8664.26,8916.06
2009-04-08,8746.73,8765.64,8556.75,8595.01
2009-04-07,8838.66,8884.45,8778.92,8832.85
2009-04-06,8856.84,8992.06,8812.36,8857.93
2009-04-03,8814.10,8884.63,8697.17,8749.84
2009-04-02,8453.73,8741.67,8449.87,8719.78
2009-04-01,8173.36,8351.91,8084.62,8351.91
2009-03-31,8199.43,8383.74,8088.45,8109.53
2009-03-30,8621.85,8651.06,8236.08,8236.08
2009-03-27,8711.72,8843.18,8626.97,8626.97
2009-03-26,8430.22,8640.28,8383.99,8636.33
2009-03-25,8499.69,8553.01,8392.56,8479.99
2009-03-24,8334.68,8504.41,8297.27,8488.30
2009-03-23,7943.14,8229.13,7922.55,8215.53
2009-03-19,8017.93,8034.09,7902.49,7945.96
2009-03-18,8006.86,8054.35,7895.28,7972.17
2009-03-17,7767.34,7967.03,7723.94,7949.13
2009-03-16,7630.20,7754.75,7630.20,7704.15
2009-03-13,7301.12,7571.45,7300.87,7569.28
2009-03-12,7320.45,7345.02,7198.25,7198.25
2009-03-11,7165.39,7393.81,7161.85,7376.12
2009-03-10,7059.77,7100.77,7021.28,7054.98
2009-03-09,7191.13,7241.02,7028.49,7086.03
2009-03-06,7328.29,7328.29,7167.07,7173.10
2009-03-05,7336.02,7532.87,7336.02,7433.49
2009-03-04,7146.71,7320.65,7104.63,7290.96
2009-03-03,7177.79,7288.14,7088.47,7229.72
2009-03-02,7454.28,7454.28,7234.96,7280.15
2009-02-27,7463.42,7589.77,7414.40,7568.42
2009-02-26,7470.60,7599.81,7433.06,7457.93
2009-02-25,7368.44,7471.03,7330.44,7461.22
2009-02-24,7266.68,7270.90,7155.16,7268.56
2009-02-23,7314.30,7417.18,7209.43,7376.16
2009-02-20,7544.07,7554.70,7382.33,7416.38
2009-02-19,7604.22,7642.69,7537.56,7557.65
2009-02-18,7539.96,7565.79,7479.18,7534.44
2009-02-17,7690.13,7710.43,7615.94,7645.51
2009-02-16,7732.68,7804.24,7694.73,7750.17
2009-02-13,7789.35,7887.74,7730.27,7779.40
2009-02-12,7842.53,7862.52,7685.68,7705.36
2009-02-10,8066.94,8124.79,7917.27,7945.94
2009-02-09,8178.07,8257.71,7969.03,7969.03
2009-02-06,8054.27,8169.04,8033.24,8076.62
2009-02-05,7985.53,8093.96,7901.04,7949.65
2009-02-04,7897.24,8084.97,7863.65,8038.94
2009-02-03,7862.95,8084.41,7800.80,7825.51
2009-02-02,7908.51,7955.75,7795.27,7873.98
2009-01-30,8142.88,8142.88,7922.39,7994.05
2009-01-29,8201.16,8305.38,8138.99,8251.24
2009-01-28,8052.25,8171.63,7936.59,8106.29
2009-01-27,7782.90,8115.15,7782.07,8061.07
2009-01-26,7714.26,7807.16,7671.04,7682.14
2009-01-23,7965.41,7965.41,7745.25,7745.25
2009-01-22,7988.30,8051.74,7809.89,8051.74
2009-01-21,7949.96,8009.22,7829.30,7901.64
2009-01-20,8187.14,8190.42,7962.46,8065.79
2009-01-19,8318.26,8351.68,8221.84,8256.85
2009-01-16,8125.20,8283.91,8067.47,8230.15
2009-01-15,8309.38,8309.38,7997.73,8023.31
2009-01-14,8425.75,8516.07,8359.16,8438.45
2009-01-13,8732.63,8732.93,8405.50,8413.91
2009-01-09,8932.71,8956.85,8773.20,8836.80
2009-01-08,9143.21,9148.83,8876.42,8876.42
2009-01-07,9133.80,9325.35,9106.05,9239.24
2009-01-06,9130.01,9171.03,9029.94,9080.84
2009-01-05,8991.21,9127.38,8987.36,9043.12
